BranchCode,Number of Bags,Quantity,Quantity Per,Quantity in KG,Rate per UOM,Total Amount,Exchange Rate,Total Amount (LCY),Division,CGST,SGST,IGST,GST %,GL Account No,ILE Cost Amount Actual,Forward Rate
101,60,1.3608,22.68,1360.8,12566.33,17100.26,86.7,1482592.542,2001,0,0,0,0,50102,-1008172.69,84.73
101,1800,43200,1.2,2160,0.94,40608,86.7,3520713.6,2002,0,0,0,0,50102,-2422611.8,84.3
101,1800,43200,1.2,2160,0.94,40608,86.7,3520713.6,2002,0,0,0,0,50102,-2324322.1,84.3
101,1176,4704,2.04,2399.04,3.15,14817.6,86.7,1284685.92,2002,0,0,0,0,50102,-2218948.44,84.65
101,800,19200,2.4,1920,0.84,16128,103,1661184,2002,0,0,0,0,50102,-1479866.66,104.34
101,2000,48000,2.4,4800,0.64,30720,103,3164160,2002,0,0,0,0,50102,-2588318.41,104.34
101,2000,48000,2.4,4800,0.61,29280,103,3015840,2002,0,0,0,0,50102,-2846828.35,104.34
101,900,21600,1.2,1080,0.52,11232,107.5,1207440,2002,0,0,0,0,50102,-819227,111.3805
101,900,21600,2.64,2376,0.34,7344,107.5,789480,2002,0,0,0,0,50102,-513805.03,111.3805
101,1680,6720,2.04,3427.2,3.15,21168,86.7,1835265.6,2002,0,0,0,0,50102,-3166625.53,86.13
101,975,23400,2.4,2340,0.46,10764,86.7,933238.8,2002,0,0,0,0,50102,-463532.92,84.56
101,825,19800,2.4,1980,0.5,9900,86.7,858330,2002,0,0,0,0,50102,-427632.29,84.56
101,200,14400,3.384,676.8,0.48,6912,53.55,370137.6,2002,0,0,0,0,50102,-319475.09,54.9666
101,240,17280,2.808,673.92,0.67,11577.6,53.55,619980.48,2002,0,0,0,0,50102,-444140.08,54.9666
101,100,7200,0.432,43.2,0.61,4392,53.55,235191.6,2002,0,0,0,0,50102,-191318.66,54.9666
101,300,21600,2.592,777.6,0.44,9504,53.55,508939.2,2002,0,0,0,0,50102,-521204.45,54.9666
101,100,7200,3.024,302.4,0.7,5040,53.55,269892,2002,0,0,0,0,50102,-170714.56,54.9666
101,100,7200,4.464,446.4,0.66,4752,53.55,254469.6,2002,0,0,0,0,50102,-207974.06,54.9666
101,100,7200,0.936,93.6,0.53,3816,53.55,204346.8,2002,0,0,0,0,50102,-143159.3,54.9666
101,100,7200,3.6,360,1.84,13248,53.55,709430.4,2002,0,0,0,0,50102,-727586.07,54.9666
101,200,14400,2.952,590.4,0.54,7776,53.55,416404.8,2002,0,0,0,0,50102,-351192.81,54.9666
101,100,7200,3.096,309.6,0.8,5760,53.55,308448,2002,0,0,0,0,50102,-188532.31,54.9666
101,200,14400,2.664,532.8,0.56,8064,53.55,431827.2,2002,0,0,0,0,50102,-411545.96,54.9666
101,200,14400,2.808,561.6,0.64,9216,53.55,493516.8,2002,0,0,0,0,50102,-437020.19,54.9666
101,100,7200,2.592,259.2,0.59,4248,53.55,227480.4,2002,0,0,0,0,50102,-211171.26,54.9666
101,140,10080,3.024,423.36,0.7,7056,53.55,377848.8,2002,0,0,0,0,50102,-239000.4,54.9666
101,100,7200,0.576,57.6,0.5,3600,53.55,192780,2002,0,0,0,0,50102,-137341.25,54.9666
101,100,7200,2.952,295.2,0.92,6624,53.55,354715.2,2002,0,0,0,0,50102,-242829.75,54.9666
101,100,7200,4.464,446.4,0.66,4752,53.55,254469.6,2002,0,0,0,0,50102,-207974.06,54.9666
101,100,7200,3.024,302.4,1.06,7632,53.55,408693.6,2002,0,0,0,0,50102,-329157.94,54.9666
101,200,14400,3.384,676.8,0.48,6912,53.55,370137.6,2002,0,0,0,0,50102,-320192.11,54.13
101,200,14400,2.664,532.8,0.56,8064,53.55,431827.2,2002,0,0,0,0,50102,-417079.7,54.13
101,200,14400,2.808,561.6,0.67,9648,53.55,516650.4,2002,0,0,0,0,50102,-368086.96,54.13
101,100,7200,2.304,230.4,1.36,9792,53.55,524361.6,2002,0,0,0,0,50102,-726438.12,54.13
101,100,7200,4.464,446.4,0.66,4752,53.55,254469.6,2002,0,0,0,0,50102,-207974.05,54.13
101,100,7200,3.456,345.6,1.1,7920,53.55,424116,2002,0,0,0,0,50102,-434228.83,54.13
101,818,18.55224,22.68,18552.24,8105,150365.91,86.7,13036724.4,2001,0,0,0,0,50102,-6964757.51,83.04
101,588,5292,0.9,529.2,0.9,4762.8,60.05,286006.14,2002,0,0,0,0,50102,-278122.54,59.9758
101,1176,10584,1.35,1587.6,1.2,12700.8,60.05,762683.04,2002,0,0,0,0,50102,-667260.47,59.9758
101,588,5292,1.125,661.5,0.84,4445.28,60.05,266939.064,2002,0,0,0,0,50102,-225276.49,59.9758
101,392,3528,0.945,370.44,0.64,2257.92,60.05,135588.096,2002,0,0,0,0,50102,-115015.32,59.9758
101,103,1236,3.6,370.8,2.04,2521.44,60.05,151412.472,2002,0,0,0,0,50102,-132830.18,59.9758
101,124,1488,4.2,520.8,2.85,4240.8,60.05,254660.04,2002,0,0,0,0,50102,-219048,59.9758
101,2646,23814,1.35,3572.1,2.39,56915.46,60.05,3417773.373,2002,0,0,0,0,50102,-3408751.04,59.9758
101,2156,19404,1.125,2425.5,1.93,37449.72,60.05,2248855.686,2002,0,0,0,0,50102,-2202654,59.9758
101,588,5292,0.9,529.2,0.9,4762.8,60.05,286006.14,2002,0,0,0,0,50102,-278122.54,59.9758
101,1568,14112,1.125,1764,0.84,11854.08,60.05,711837.504,2002,0,0,0,0,50102,-596529.57,59.9758
101,490,4410,0.945,463.05,0.64,2822.4,60.05,169485.12,2002,0,0,0,0,50102,-143967.4,59.9758
101,121,1452,3.6,435.6,2.04,2962.08,60.05,177872.904,2002,0,0,0,0,50102,-155015.87,59.9758
101,160,1920,4.2,672,2.85,5472,60.05,328593.6,2002,0,0,0,0,50102,-290435.65,59.9758
101,2254,20286,1.125,2535.75,1.93,39151.98,60.05,2351076.399,2002,0,0,0,0,50102,-2262640.46,59.9758
101,784,7056,0.9,705.6,0.9,6350.4,60.05,381341.52,2002,0,0,0,0,50102,-335166.31,59.9758
101,2940,26460,1.35,3969,1.2,31752,60.05,1906707.6,2002,0,0,0,0,50102,-1689318.83,59.9758
101,29,348,3.6,104.4,2.04,709.92,60.05,42630.696,2002,0,0,0,0,50102,-37152.56,59.9758
101,5292,47628,1.35,7144.2,2.39,113830.92,60.05,6835546.746,2002,0,0,0,0,50102,-6725272.97,59.9758
101,1344,5376,2.04,2741.76,3.15,16934.4,86.7,1468212.48,2002,0,0,0,0,50102,-2533726.09,85.75
101,1800,43200,1.2,2160,0.94,40608,86.7,3520713.6,2002,0,0,0,0,50102,-2295978.34,84.3
101,1470,13230,1.35,1984.5,0.79,10451.7,60.05,627624.585,2002,0,0,0,0,50102,-539182.56,59.9758
101,2940,26460,0.873,2566.62,0.93,24607.8,60.05,1477698.39,2002,0,0,0,0,50102,-1316140.85,59.9758
101,196,1764,1.8,352.8,0.69,1217.16,60.05,73090.458,2002,0,0,0,0,50102,-64367.19,59.9758
101,7,84,3.6,25.2,2.04,171.36,60.05,10290.168,2002,0,0,0,0,50102,-8967.86,59.9758
101,1960,17640,0.54,1058.4,0.55,9702,60.05,582605.1,2002,0,0,0,0,50102,-469117.65,59.9758
101,147,1323,1.35,198.45,2.39,3161.97,60.05,189876.2985,2002,0,0,0,0,50102,-186813.14,59.9758
101,980,8820,0.99,970.2,1.87,16493.4,60.05,990428.67,2002,0,0,0,0,50102,-879461.39,59.9758
101,2184,8736,2.04,4455.36,3.15,27518.4,86.7,2385845.28,2002,0,0,0,0,50102,-4108324.98,86.13
101,2688,10752,2.04,5483.52,3.15,33868.8,86.7,2936424.96,2002,0,0,0,0,50102,-5120696.25,86.08
101,2856,11424,1.928,5506.368,2.67,30502.08,86.7,2644530.336,2002,0,0,0,0,50102,-2478070.14,85.75
101,1260,5040,0.908,1144.08,4.17,21016.8,86.7,1822156.56,2002,0,0,0,0,50102,-1354642.84,85.75
101,630,2520,1.36,856.8,2.33,5871.6,86.7,509067.72,2002,0,0,0,0,50102,-370443.03,85.75
101,756,3024,2.948,2228.688,3.01,9102.24,86.7,789164.208,2002,0,0,0,0,50102,-840048.59,85.75
101,270,3240,2.7,729,0.85,2754,60.05,165377.7,2002,0,0,0,0,50102,-133189.34,59.9758
101,130,1560,7.2,936,4.65,7254,60.05,435602.7,2002,0,0,0,0,50102,-390856.28,59.9758
101,3822,34398,1.35,5159.7,0.94,32334.12,60.05,1941663.906,2002,0,0,0,0,50102,-1704754.21,59.9758
101,392,3528,0.72,282.24,0.56,1975.68,60.05,118639.584,2002,0,0,0,0,50102,-99245.96,59.9758
101,14,168,3.6,50.4,2.04,342.72,60.05,20580.336,2002,0,0,0,0,50102,-17935.72,59.9758
101,650,7800,6.48,4212,8.58,66924,60.05,4018786.2,2002,0,0,0,0,50102,-3878699.48,59.9758
101,598,7176,6.9,4126.2,8.67,62215.92,60.05,3736065.996,2002,0,0,0,0,50102,-3609460.99,59.9758
101,975,23400,2.4,2340,0.46,10764,86.7,933238.8,2002,0,0,0,0,50102,-471517.63,84.56
101,825,19800,2.4,1980,0.5,9900,86.7,858330,2002,0,0,0,0,50102,-426361.6,84.56
101,27,324,2.7,72.9,0.85,275.4,60.05,16537.77,2002,0,0,0,0,50102,-13318.93,59.9758
101,76,912,5.448,414.048,1.52,1386.24,60.05,83243.712,2002,0,0,0,0,50102,-70167.11,59.9758
101,882,7938,1.35,1190.7,0.79,6271.02,60.05,376574.751,2002,0,0,0,0,50102,-316490.54,59.9758
101,65,780,7.2,468,4.65,3627,60.05,217801.35,2002,0,0,0,0,50102,-199341.33,59.9758
101,195,2340,6.72,1310.4,4.41,10319.4,60.05,619679.97,2002,0,0,0,0,50102,-563908.57,59.9758
101,900,8100,0.9,810,2.12,17172,60.05,1031178.6,2002,0,0,0,0,50102,-910437.69,59.9758
101,1372,12348,0.873,1197.756,0.93,11483.64,60.05,689592.582,2002,0,0,0,0,50102,-611629.8,59.9758
101,147,1323,1.8,264.6,0.69,912.87,60.05,54817.8435,2002,0,0,0,0,50102,-49253.57,59.9758
101,2254,20286,1.35,3042.9,0.94,19068.84,60.05,1145083.842,2002,0,0,0,0,50102,-1013135.96,59.9758
101,784,7056,0.54,423.36,0.55,3880.8,60.05,233042.04,2002,0,0,0,0,50102,-189244.86,59.9758
101,260,3120,6.48,1684.8,8.58,26769.6,60.05,1607514.48,2002,0,0,0,0,50102,-1548147.78,59.9758
101,338,4056,6.9,2332.2,8.67,35165.52,60.05,2111689.476,2002,0,0,0,0,50102,-2064625.7,59.9758
101,392,3528,0.99,388.08,1.87,6597.36,60.05,396171.468,2002,0,0,0,0,50102,-361103.74,59.9758
101,504,2016,1.928,971.712,2.67,5382.72,86.7,466681.824,2002,0,0,0,0,50102,-441848.85,84.65
101,1890,7560,0.908,1716.12,4.17,31525.2,86.7,2733234.84,2002,0,0,0,0,50102,-2048070.14,84.65
101,1470,5880,1.36,1999.2,2.33,13700.4,86.7,1187824.68,2002,0,0,0,0,50102,-860260.7,84.65
101,504,2016,2.948,1485.792,3.01,6068.16,86.7,526109.472,2002,0,0,0,0,50102,-557765.18,84.65
101,1512,6048,2.948,4457.376,3.01,18204.48,86.7,1578328.416,2002,0,0,0,0,50102,-1672790.74,84.65
101,672,2688,1.928,1295.616,2.67,7176.96,86.7,622242.432,2002,0,0,0,0,50102,-587349.14,85.21
101,1260,5040,0.908,1144.08,4.17,21016.8,86.7,1822156.56,2002,0,0,0,0,50102,-1358185.91,85.21
101,420,1680,1.36,571.2,2.33,3914.4,86.7,339378.48,2002,0,0,0,0,50102,-247682.31,85.21
101,2142,8568,2.948,6314.616,3.01,25789.68,86.7,2235965.256,2002,0,0,0,0,50102,-2498256.22,85.21
101,784,7056,0.9,705.6,0.9,6350.4,60.05,381341.52,2002,0,0,0,0,50102,-327969.97,59.9758
101,1323,11907,1.35,1786.05,1.2,14288.4,60.05,858018.42,2002,0,0,0,0,50102,-739337.42,59.9758
101,2058,18522,1.35,2778.3,1.26,23337.72,60.05,1401430.086,2002,0,0,0,0,50102,-1177130.78,59.9758
101,784,7056,1.125,882,0.84,5927.04,60.05,355918.752,2002,0,0,0,0,50102,-297942.12,59.9758
101,147,1323,1.8,264.6,0.69,912.87,60.05,54817.8435,2002,0,0,0,0,50102,-49253.57,59.9758
101,196,1764,0.945,185.22,0.64,1128.96,60.05,67794.048,2002,0,0,0,0,50102,-58084.81,59.9758
101,392,3528,0.54,211.68,0.55,1940.4,60.05,116521.02,2002,0,0,0,0,50102,-96915.71,59.9758
101,2058,18522,1.35,2778.3,2.39,44267.58,60.05,2658268.179,2002,0,0,0,0,50102,-2601179.78,59.9758
101,980,8820,1.125,1102.5,1.93,17022.6,60.05,1022207.13,2002,0,0,0,0,50102,-1007736.24,59.9758
101,800,19200,2.4,1920,0.84,16128,107.5,1733760,2002,0,0,0,0,50102,-1500068.76,104.34
101,2000,48000,2.4,4800,0.64,30720,107.5,3302400,2002,0,0,0,0,50102,-2635086.82,104.34
101,2000,48000,2.4,4800,0.61,29280,107.5,3147600,2002,0,0,0,0,50102,-2745187.1,104.34
101,80,2,25,2000,8450,16900,86.7,1465230,2001,0,0,0,0,50102,-833269.6,86.45
101,100,2.5,25,2500,8800,22000,86.7,1907400,2001,0,0,0,0,50102,-1412212.9,86.45
101,840,3360,1.928,1619.52,2.67,8971.2,86.7,777803.04,2002,0,0,0,0,50102,-734748.61,85.72
101,3780,15120,0.908,3432.24,4.17,63050.4,86.7,5466469.68,2002,0,0,0,0,50102,-4112643.67,85.72
101,1260,5040,0.306,385.56,1.26,6350.4,86.7,550579.68,2002,0,0,0,0,50102,-453138.65,85.72
101,1638,6552,2.948,4828.824,3.01,19721.52,86.7,1709855.784,2002,0,0,0,0,50102,-1820105.27,85.72
101,672,2688,1.928,1295.616,2.67,7176.96,86.7,622242.432,2002,0,0,0,0,50102,-583660.49,86.05
101,210,840,0.306,64.26,1.26,1058.4,86.7,91763.28,2002,0,0,0,0,50102,-76826.76,86.05
101,630,2520,1.36,856.8,2.33,5871.6,86.7,509067.72,2002,0,0,0,0,50102,-368544.41,86.05
101,2268,9072,2.948,6686.064,3.01,27306.72,86.7,2367492.624,2002,0,0,0,0,50102,-2643195.81,86.05
101,504,2016,1.928,971.712,2.67,5382.72,86.7,466681.824,2002,0,0,0,0,50102,-444479.95,86.13
101,420,1680,1.36,571.2,2.33,3914.4,86.7,339378.48,2002,0,0,0,0,50102,-249260.02,86.13
101,2142,8568,2.948,6314.616,3.01,25789.68,86.7,2235965.256,2002,0,0,0,0,50102,-2496283.03,86.13
101,1512,6048,2.948,4457.376,3.01,18204.48,86.7,1578328.416,2002,0,0,0,0,50102,-1766252.7,86.13
101,975,23400,2.4,2340,0.46,10764,86.7,933238.8,2002,0,0,0,0,50102,-470552.42,84.56
101,825,19800,2.4,1980,0.5,9900,86.7,858330,2002,0,0,0,0,50102,-430521.85,84.56
101,27,324,2.7,72.9,0.85,275.4,60.05,16537.77,2002,0,0,0,0,50102,-13333.12,59.9758
101,735,6615,1.35,992.25,0.79,5225.85,60.05,313812.2925,2002,0,0,0,0,50102,-261053.74,59.9758
101,392,3528,0.9,352.8,0.9,3175.2,60.05,190670.76,2002,0,0,0,0,50102,-163984.99,59.9758
101,441,3969,1.35,595.35,1.2,4762.8,60.05,286006.14,2002,0,0,0,0,50102,-246874.76,59.9758
101,65,780,7.2,468,4.65,3627,60.05,217801.35,2002,0,0,0,0,50102,-191363.51,59.9758
101,147,1323,1.35,198.45,1.26,1666.98,60.05,100102.149,2002,0,0,0,0,50102,-84080.77,59.9758
101,65,780,6.72,436.8,4.41,3439.8,60.05,206559.99,2002,0,0,0,0,50102,-183093.52,59.9758
101,1017,9153,0.9,915.3,2.12,19404.36,60.05,1165231.818,2002,0,0,0,0,50102,-1038717.27,59.9758
101,63,567,0.9,56.7,2.12,1202.04,60.05,72182.502,2002,0,0,0,0,50102,-66267.49,59.9758
101,392,3528,0.873,342.216,0.93,3281.04,60.05,197026.452,2002,0,0,0,0,50102,-174751.37,59.9758
101,392,3528,1.125,441,0.84,2963.52,60.05,177959.376,2002,0,0,0,0,50102,-153385.18,59.9758
101,147,1323,1.8,264.6,0.69,912.87,60.05,54817.8435,2002,0,0,0,0,50102,-50603,59.9758
101,686,6174,1.35,926.1,0.94,5803.56,60.05,348503.778,2002,0,0,0,0,50102,-306832.76,59.9758
101,98,882,0.945,92.61,0.64,564.48,60.05,33897.024,2002,0,0,0,0,50102,-29042.4,59.9758
101,225,2700,3.6,810,2.04,5508,60.05,330755.4,2002,0,0,0,0,50102,-287887.08,59.9758
101,392,3528,0.54,211.68,0.55,1940.4,60.05,116521.02,2002,0,0,0,0,50102,-95912.48,59.9758
101,735,6615,1.35,992.25,2.39,15809.85,60.05,949381.4925,2002,0,0,0,0,50102,-928992.78,59.9758
101,195,2340,6.48,1263.6,8.58,20077.2,60.05,1205635.86,2002,0,0,0,0,50102,-1162275.57,59.9758
101,392,3528,1.125,441,1.93,6809.04,60.05,408882.852,2002,0,0,0,0,50102,-403094.49,59.9758
101,52,624,6.9,358.8,8.67,5410.08,60.05,324875.304,2002,0,0,0,0,50102,-312606.4,59.9758
101,196,1764,0.99,194.04,1.87,3298.68,60.05,198085.734,2002,0,0,0,0,50102,-180551.87,59.9758
101,200,14400,3.384,676.8,0.48,6912,53.8,371865.6,2002,0,0,0,0,50102,-343604.39,53.7691
101,200,14400,2.664,532.8,0.56,8064,53.8,433843.2,2002,0,0,0,0,50102,-402860.49,53.7691
101,100,7200,0.432,43.2,0.61,4392,53.8,236289.6,2002,0,0,0,0,50102,-186094.72,53.7691
101,300,21600,2.952,885.6,0.75,16200,53.8,871560,2002,0,0,0,0,50102,-593072.99,53.7691
101,200,14400,3.024,604.8,0.7,10080,53.8,542304,2002,0,0,0,0,50102,-347208.24,53.7691
101,200,14400,0.576,115.2,0.5,7200,53.8,387360,2002,0,0,0,0,50102,-273807.19,53.7691
101,140,10080,1.008,141.12,0.52,5241.6,53.8,281998.08,2002,0,0,0,0,50102,-183805.45,53.7691
101,100,7200,0.936,93.6,0.53,3816,53.8,205300.8,2002,0,0,0,0,50102,-164252.05,53.7691
101,200,14400,2.952,590.4,0.54,7776,53.8,418348.8,2002,0,0,0,0,50102,-370808.93,53.7691
101,300,21600,4.536,1360.8,0.69,14904,53.8,801835.2,2002,0,0,0,0,50102,-700916.6,53.7691
101,100,7200,2.304,230.4,1.36,9792,53.8,526809.6,2002,0,0,0,0,50102,-679921.83,53.7691
101,240,17280,3.024,725.76,0.7,12096,53.8,650764.8,2002,0,0,0,0,50102,-435655.23,53.7691
101,100,7200,0.576,57.6,0.5,3600,53.8,193680,2002,0,0,0,0,50102,-144166.01,53.7691
101,100,7200,1.008,100.8,0.52,3744,53.8,201427.2,2002,0,0,0,0,50102,-130026.15,53.7691
101,100,7200,2.952,295.2,0.92,6624,53.8,356371.2,2002,0,0,0,0,50102,-242052.32,53.7691
101,200,14400,1.296,259.2,0.56,8064,53.8,433843.2,2002,0,0,0,0,50102,-332817.88,53.7691
101,100,7200,3.456,345.6,1.1,7920,53.8,426096,2002,0,0,0,0,50102,-435456.32,53.7691
101,300,14400,2.4,720,1.2,17280,53.8,929664,2002,0,0,0,0,50102,-921104.44,53.7691
101,350,16800,4.8,1680,0.74,12432,53.8,668841.6,2002,0,0,0,0,50102,-414243.81,53.7691
101,250,12000,4.944,1236,0.77,9240,53.8,497112,2002,0,0,0,0,50102,-315705.26,53.7691
101,200,14400,3.024,604.8,0.58,8352,53.8,449337.6,2002,0,0,0,0,50102,-443162.26,53.7691
101,200,14400,2.808,561.6,0.67,9648,53.8,519062.4,2002,0,0,0,0,50102,-370024.3,53.7691
101,300,21600,2.952,885.6,0.75,16200,53.8,871560,2002,0,0,0,0,50102,-605126.81,53.7691
101,140,10080,3.024,423.36,0.7,7056,53.8,379612.8,2002,0,0,0,0,50102,-243045.76,53.7691
101,100,7200,0.576,57.6,0.5,3600,53.8,193680,2002,0,0,0,0,50102,-138058.59,53.7691
101,100,7200,1.008,100.8,0.52,3744,53.8,201427.2,2002,0,0,0,0,50102,-133884.37,53.7691
101,100,7200,0.936,93.6,0.53,3816,53.8,205300.8,2002,0,0,0,0,50102,-143375.32,53.7691
101,100,7200,3.456,345.6,1.1,7920,53.8,426096,2002,0,0,0,0,50102,-429012.46,53.7691
101,2184,8736,2.04,4455.36,3.15,27518.4,86.05,2367958.32,2002,0,0,0,0,50102,-4110948.82,86.13
101,1800,43200,1.2,2160,0.94,40608,86.05,3494318.4,2002,0,0,0,0,50102,-2397229.14,84.85
101,1260,7560,0.15,189,0.48,3628.8,88.98,322890.624,2002,0,0,0,0,50102,-190820.22,88.28
101,840,5040,0.18,151.2,0.49,2469.6,88.98,219745.008,2002,0,0,0,0,50102,-146827.08,88.28
101,532,3192,0.096,51.072,0.34,1085.28,88.98,96568.2144,2002,0,0,0,0,50102,-67528.77,88.28
101,532,3192,0.078,41.496,0.52,1659.84,88.98,147692.5632,2002,0,0,0,0,50102,-82102.2,88.28
